,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,Number_people_rated,URLs,Rating category
94,learn fretboard essential memorization guide guitar book online bonus,Luke Zecchin,"Arts, Film & Photography",Music,Paperback,647.0,4.4,464.0,https://www.amazon.in/Learn-Your-Fretboard-Essential-Memorization/dp/0992550726/ref=zg_bs_g_1318059031_d_sccl_15/000-0000000-0000000?psc=1,Good
95,bollywood odyssey singing taxman journey film music,Ajay Mankotia,"Arts, Film & Photography",Music,Paperback,675.0,4.4,11.0,https://www.amazon.in/Bollywood-Odyssey-Singing-Taxmans-Journey/dp/9391800475/ref=zg_bs_g_1318059031_d_sccl_16/000-0000000-0000000?psc=1,Good
96,abrsm grade 3 theory workbook discovering music theory new syllabus 2021,ABRSM Publication,"Arts, Film & Photography",Music,Paperback,990.0,4.7,4.0,https://www.amazon.in/ABRSM-Theory-Workbook-Discovering-Syllabus/dp/B09QJTNHT1/ref=zg_bs_g_1318059031_d_sccl_17/000-0000000-0000000?psc=1,Good
97,solfège de solfèges complete book book ii book iii 337 sight singing exercise,A. Dannhäuser,"Arts, Film & Photography",Music,Paperback,2349.0,4.7,5.0,https://www.amazon.in/Solf%C3%A8ge-Solf%C3%A8ges-Complete-Book-III/dp/1544687478/ref=zg_bs_g_1318059031_d_sccl_18/000-0000000-0000000?psc=1,Good
98,history heavy metal absolutely hilarious neil gaiman,Andrew O'Neill,"Arts, Film & Photography",Music,Paperback,649.0,4.4,549.0,https://www.amazon.in/History-Heavy-Metal-Andrew-ONeill/dp/1472241452/ref=zg_bs_g_1318059031_d_sccl_19/000-0000000-0000000?psc=1,Good
99,john thompson modern course piano 1,John Thompson,"Arts, Film & Photography",Music,Paperback,740.0,4.6,88.0,https://www.amazon.in/Thompsons-Modern-Course-First-Grade/dp/1780388640/ref=zg_bs_g_1318059031_d_sccl_20/000-0000000-0000000?psc=1,Good
100,harry potter cursed child part one two official playscript original west end production,J.K. Rowling,"Arts, Film & Photography",Theater & Ballet,Kindle Edition with Audio/Video,247.95,4.4,86578.0,https://www.amazon.in/Harry-Potter-Cursed-Child-Playscript-ebook/dp/B073P9348D/ref=zg_bs_g_1318063031_d_sccl_1/000-0000000-0000000?psc=1,Good
101,waiting godot tragicomedy two tragicomedy two act faber drama,Samuel Beckett,"Arts, Film & Photography",Theater & Ballet,Paperback,269.0,4.4,614.0,https://www.amazon.in/Waiting-Godot-Tragicomedy-Faber-Drama/dp/0571244599/ref=zg_bs_g_1318063031_d_sccl_2/000-0000000-0000000?psc=1,Good
102,nandikeshwar abhinaya darpanam revised enlarged,Manmohan Ghosh,"Arts, Film & Photography",Theater & Ballet,Hardcover,200.0,4.2,147.0,https://www.amazon.in/Nandikeshwars-Abhinaya-Darpanam-Revised-Enlarged/dp/8193279417/ref=zg_bs_g_1318063031_d_sccl_3/000-0000000-0000000?psc=1,Good
103,courtesan mahatma italian brahmin tale indian history,Manu S. Pillai,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,342.0,4.4,783.0,https://www.amazon.in/Courtesan-Mahatma-Italian-Brahmin-History-ebook/dp/B0BLY8CQ4X/ref=zg_bs_g_1318063031_d_sccl_4/000-0000000-0000000?psc=1,Good
104,save cat last book screenwriting ever need,Blake Snyder,"Arts, Film & Photography",Theater & Ballet,Paperback,850.0,4.5,7060.0,https://www.amazon.in/Save-Cat-Last-Screenwriting-Youll/dp/1932907009/ref=zg_bs_g_1318063031_d_sccl_5/000-0000000-0000000?psc=1,Good
105,greatest comedy shakespeare deluxe hardbound edition,William Shakespeare,"Arts, Film & Photography",Theater & Ballet,Hardcover,469.0,4.5,367.0,https://www.amazon.in/Greatest-Comedies-Shakespeare-Deluxe-Hardbound/dp/8194898838/ref=zg_bs_g_1318063031_d_sccl_6/000-0000000-0000000?psc=1,Good
106,க தல ஔஷதம ந tamil edition,அஞ்சனா  சுபி,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,340.0,4.3,44.0,https://www.amazon.in/%E0%AE%95%E0%AE%BE%E0%AE%A4%E0%AE%B2%E0%AF%8D-%E0%AE%94%E0%AE%B7%E0%AE%A4%E0%AE%AE%E0%AF%8D-Tamil-%E0%AE%85%E0%AE%9E%E0%AF%8D%E0%AE%9A%E0%AE%A9%E0%AE%BE-%E0%AE%9A%E0%AF%81%E0%AE%AA%E0%AE%BF-ebook/dp/B0C41V8HWD/ref=zg_bs_g_1318063031_d_sccl_7/000-0000000-0000000?psc=1,Good
107,happened romantic comedy donovan family book 1,Katie Bailey,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,416.0,4.1,5984.0,https://www.amazon.in/So-That-Happened-Romantic-Comedy-ebook/dp/B09NR11FNS/ref=zg_bs_g_1318063031_d_sccl_8/000-0000000-0000000?psc=1,Good
108,cloud nine perk benefit book 3,Denise Stone,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,415.0,3.9,780.0,https://www.amazon.in/Cloud-Nine-Perks-Benefits-Book-ebook/dp/B0BHQXRS3M/ref=zg_bs_g_1318063031_d_sccl_9/000-0000000-0000000?psc=1,Good
109,ம னக க ம ழ கள tamil edition,சுகமதி Sugamathi,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,309.0,4.2,17.0,https://www.amazon.in/%E0%AE%AE%E0%AF%8C%E0%AE%A9%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%AE%E0%AE%BF%E0%AE%B4%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AF%8D-Tamil-%E0%AE%9A%E0%AF%81%E0%AE%95%E0%AE%AE%E0%AE%A4%E0%AE%BF-Sugamathi-ebook/dp/B0CMJX697D/ref=zg_bs_g_1318063031_d_sccl_10/000-0000000-0000000?psc=1,Good
110,play ivanov seagull uncle vanya three sister cherry orchard penguin classic anton chekhov,Anton Chekhov,"Arts, Film & Photography",Theater & Ballet,Paperback,298.69,4.6,367.0,https://www.amazon.in/Plays-Seagull-Sisters-Orchard-Classics/dp/0140447334/ref=zg_bs_g_1318063031_d_sccl_11/000-0000000-0000000?psc=1,Good
111,poetics penguin classic,Aristotle,"Arts, Film & Photography",Theater & Ballet,Paperback,206.0,4.5,602.0,https://www.amazon.in/Poetics-Penguin-Classics-Aristotle/dp/0140446362/ref=zg_bs_g_1318063031_d_sccl_12/000-0000000-0000000?psc=1,Good
112,ச டர ள ய ய வ ள ச சம ட ட sudaroliyai velichamootu tamil edition,அஞ்சனா  சுபி,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,325.0,4.2,94.0,https://www.amazon.in/%E0%AE%9A%E0%AF%81%E0%AE%9F%E0%AE%B0%E0%AF%8A%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%BE%E0%AE%AF%E0%AF%8D-%E0%AE%B5%E0%AF%86%E0%AE%B3%E0%AE%BF%E0%AE%9A%E0%AF%8D%E0%AE%9A%E0%AE%AE%E0%AF%82%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AF%81-Tamil-%E0%AE%85%E0%AE%9E%E0%AF%8D%E0%AE%9A%E0%AE%A9%E0%AE%BE-%E0%AE%9A%E0%AF%81%E0%AE%AA%E0%AE%BF-ebook/dp/B0BCQTT4SD/ref=zg_bs_g_1318063031_d_sccl_13/000-0000000-0000000?psc=1,Good
113,write funny serious step step blueprint creating incredibly irresistibly successfully hilarious writing,Scott Dikkers,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,235.0,4.4,679.0,https://www.amazon.in/How-Write-Funny-Step-Step-ebook/dp/B00K9PI7AQ/ref=zg_bs_g_1318063031_d_sccl_14/000-0000000-0000000?psc=1,Good
114,science storytelling,Will Storr,"Arts, Film & Photography",Theater & Ballet,Audible Audiobook,1172.0,4.5,1707.0,https://www.amazon.in/The-Science-of-Storytelling/dp/B0835YN9J5/ref=zg_bs_g_1318063031_d_sccl_15/000-0000000-0000000?psc=1,Good
115,four great comedy,William Shakespeare,"Arts, Film & Photography",Theater & Ballet,Mass Market Paperback,265.69,4.6,89.0,https://www.amazon.in/Four-Great-Comedies-TwelfthNight-Shakespeare/dp/0451527313/ref=zg_bs_g_1318063031_d_sccl_16/000-0000000-0000000?psc=1,Good
116,hayvadan hardcover girish karnad tr b v karant,Tr. B.V. Karant Girish Karnad,"Arts, Film & Photography",Theater & Ballet,Paperback,301.0,4.6,39.0,https://www.amazon.in/Hayvadan-Girish-Karnad/dp/8171193617/ref=zg_bs_g_1318063031_d_sccl_17/000-0000000-0000000?psc=1,Good
117,life play memoir,Girish Karnad,"Arts, Film & Photography",Theater & Ballet,Paperback,344.0,4.6,168.0,https://www.amazon.in/This-Life-at-Play-Memoirs/dp/9354895840/ref=zg_bs_g_1318063031_d_sccl_18/000-0000000-0000000?psc=1,Good
118,stella adler art acting,Howard Kissel,"Arts, Film & Photography",Theater & Ballet,Audible Audiobook,668.0,4.7,869.0,https://www.amazon.in/Audible-Stella-Adler-Art-Acting/dp/B09PMGDJHD/ref=zg_bs_g_1318063031_d_sccl_19/000-0000000-0000000?psc=1,Good
119,history heavy metal absolutely hilarious neil gaiman,Andrew O'Neill,"Arts, Film & Photography",Theater & Ballet,Paperback,649.0,4.4,549.0,https://www.amazon.in/History-Heavy-Metal-Andrew-ONeill/dp/1472241452/ref=zg_bs_g_1318063031_d_sccl_20/000-0000000-0000000?psc=1,Good
120,அச ரன ன க தல tamil edition,Ebin Rider,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,400.0,5.0,1.0,https://www.amazon.in/%E0%AE%85%E0%AE%9A%E0%AF%81%E0%AE%B0%E0%AE%A9%E0%AE%BF%E0%AE%A9%E0%AF%8D-%E0%AE%95%E0%AE%BE%E0%AE%A4%E0%AE%B2%E0%AF%8D-Tamil-Ebin-Rider-ebook/dp/B0CTFRN16B/ref=zg_bs_g_1318063031_d_sccl_21/000-0000000-0000000?psc=1,Good
121,laughter,Jimmy Carr,"Arts, Film & Photography",Theater & Ballet,Paperback,682.0,4.4,3198.0,https://www.amazon.in/Before-Laughter-Jimmy-Carr/dp/1529413117/ref=zg_bs_g_1318063031_d_sccl_22/000-0000000-0000000?psc=1,Good
122,pixar storytelling rule effective storytelling based pixar greatest film,Dean Movshovitz,"Arts, Film & Photography",Theater & Ballet,Paperback,1441.0,4.4,778.0,https://www.amazon.in/Pixar-Storytelling-Effective-Pixars-Greatest/dp/1717736408/ref=zg_bs_g_1318063031_d_sccl_23/000-0000000-0000000?psc=1,Good
123,building character,Constantin Stanislavski,"Arts, Film & Photography",Theater & Ballet,Paperback,371.0,4.7,456.0,https://www.amazon.in/Character-Bloomsbury-Revelations-Constantin-Stanislavski/dp/1780935676/ref=zg_bs_g_1318063031_d_sccl_24/000-0000000-0000000?psc=1,Good
124,storyworthy engage teach persuade change life power storytelling,Matthew Dicks,"Arts, Film & Photography",Theater & Ballet,Paperback,1425.0,4.6,1618.0,https://www.amazon.in/Storyworthy-Engage-Persuade-through-Storytelling/dp/1608685489/ref=zg_bs_g_1318063031_d_sccl_25/000-0000000-0000000?psc=1,Good
125,batman begin screenplay including storyboards exclusive interview,Christopher Nolan,"Arts, Film & Photography",Theater & Ballet,Paperback,1596.0,4.5,46.0,https://www.amazon.in/Batman-Begins-Christopher-Nolan/dp/0571229948/ref=zg_bs_g_1318063031_d_sccl_26/000-0000000-0000000?psc=1,Good
126,actor prepares,Constantin Stanislavski,"Arts, Film & Photography",Theater & Ballet,Paperback,568.0,4.5,1521.0,https://www.amazon.in/Actor-Prepares-Bloomsbury-Revelations/dp/1780938438/ref=zg_bs_g_1318063031_d_sccl_27/000-0000000-0000000?psc=1,Good
127,gulmohar,Kale V.P.,"Arts, Film & Photography",Theater & Ballet,Paperback,110.0,4.4,122.0,https://www.amazon.in/Gulmohar-Kale-V-P/dp/8177667491/ref=zg_bs_g_1318063031_d_sccl_28/000-0000000-0000000?psc=1,Good
128,film lighting talk hollywood cinematographer gaffer paperback kris malkiewicz,Kris Malkiewicz,"Arts, Film & Photography",Theater & Ballet,Paperback,628.0,4.6,156.0,https://www.amazon.in/Film-Lighting-Hollywoods-Cinematographers-Gaffers/dp/1439169063/ref=zg_bs_g_1318063031_d_sccl_29/000-0000000-0000000?psc=1,Good
130,james acaster guide quitting social medium,James Acaster,"Arts, Film & Photography",Theater & Ballet,Hardcover,1280.0,4.0,338.0,https://www.amazon.in/James-Acasters-Guide-Quitting-Social/dp/1472288564/ref=zg_bs_g_1318063031_d_sccl_1/000-0000000-0000000?psc=1,Good
131,quite nice fairly accurate good omen script book,Neil Gaiman,"Arts, Film & Photography",Theater & Ballet,Paperback,767.0,4.8,1543.0,https://www.amazon.in/Quite-Fairly-Accurate-Omens-Script/dp/1472261283/ref=zg_bs_g_1318063031_d_sccl_2/000-0000000-0000000?psc=1,Good
132,funny joke 15 year old teen ultimate q one liner dad knock knock riddle tongue twister collection hilarious silly humor teenager,Cooper The Pooper,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,165.0,5.0,1.0,https://www.amazon.in/Funny-Jokes-Year-Old-Teens-ebook/dp/B0CVFKC999/ref=zg_bs_g_1318063031_d_sccl_3/000-0000000-0000000?psc=1,Good
133,drama game like say,Chris Johnston,"Arts, Film & Photography",Theater & Ballet,Paperback,930.3,4.5,71.0,https://www.amazon.in/Drama-Games-Those-Who-Like/dp/1848420498/ref=zg_bs_g_1318063031_d_sccl_4/000-0000000-0000000?psc=1,Good
134,bollywood box office beyond evolving business indian cinema,Lata Jha,"Arts, Film & Photography",Theater & Ballet,Paperback,199.0,4.3,7.0,https://www.amazon.in/BOLLYWOOD-BOX-OFFICE-BEYOND-Evolving/dp/9355209827/ref=zg_bs_g_1318063031_d_sccl_5/000-0000000-0000000?psc=1,Good
135,अभ न त ज वन एक स घर ष evaluate enter industry hindi edition,Pankaj Gupta,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,99.0,5.0,1.0,https://www.amazon.in/%E0%A4%85%E0%A4%AD%E0%A4%BF%E0%A4%A8%E0%A5%87%E0%A4%A4%E0%A4%BE-%E0%A4%9C%E0%A5%80%E0%A4%B5%E0%A4%A8-%E0%A4%8F%E0%A4%95-%E0%A4%B8%E0%A4%82%E0%A4%98%E0%A4%B0%E0%A5%8D%E0%A4%B7-aspiring-actors-ebook/dp/B092TB1XJ4/ref=zg_bs_g_1318063031_d_sccl_6/000-0000000-0000000?psc=1,Good
136,voice exercise book guide healthy effective voice use,Jeannette Nelson,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,695.72,4.7,74.0,https://www.amazon.in/Voice-Exercise-Book-Healthy-Effective-ebook/dp/B06XGR3ZTV/ref=zg_bs_g_1318063031_d_sccl_7/000-0000000-0000000?psc=1,Good
137,oxford guide play oxford quick reference,Michael Patterson,"Arts, Film & Photography",Theater & Ballet,Paperback,1853.0,4.3,15.0,https://www.amazon.in/Oxford-Guide-Plays-Quick-Reference/dp/0198604181/ref=zg_bs_g_1318063031_d_sccl_8/000-0000000-0000000?psc=1,Good
138,william shakespeare complete work illustrated,William Shakespeare,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,86.29,4.6,1059.0,https://www.amazon.in/William-Shakespeare-Complete-Works-Illustrated-ebook/dp/B07PWMQ52G/ref=zg_bs_g_1318063031_d_sccl_9/000-0000000-0000000?psc=1,Good
139,sanford meisner acting,Dennis Longwell,"Arts, Film & Photography",Theater & Ballet,Paperback,622.0,4.6,1693.0,https://www.amazon.in/Sanford-Meisner-Acting-Vintage/dp/0394750594/ref=zg_bs_g_1318063031_d_sccl_10/000-0000000-0000000?psc=1,Good
140,discover india festival india,Sonia Mehta,"Arts, Film & Photography",Theater & Ballet,Paperback,129.0,4.4,165.0,https://www.amazon.in/Discover-India-Festivals-Sonia-Mehta/dp/0143445251/ref=zg_bs_g_1318063031_d_sccl_11/000-0000000-0000000?psc=1,Good
141,day reading penguin great idea,Marcel Proust,"Arts, Film & Photography",Theater & Ballet,Mass Market Paperback,200.0,4.3,57.0,https://www.amazon.in/Days-Reading-Penguin-Great-Ideas/dp/0141036737/ref=zg_bs_g_1318063031_d_sccl_12/000-0000000-0000000?psc=1,Good
142,,Will Smith,"Arts, Film & Photography",Theater & Ballet,Paperback,473.0,4.6,22078.0,https://www.amazon.in/Will-EXPORT-Smith/dp/1529124166/ref=zg_bs_g_1318063031_d_sccl_13/000-0000000-0000000?psc=1,Good
143,101 foolproof joke use case emergency,Adam Kisiel,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,199.0,3.6,562.0,https://www.amazon.in/101-foolproof-jokes-case-emergency-ebook/dp/B006X7TRNA/ref=zg_bs_g_1318063031_d_sccl_14/000-0000000-0000000?psc=1,Good
144,kishore kumar ultimate biography,Anirudha Bhattacharjee,"Arts, Film & Photography",Theater & Ballet,Paperback,489.0,4.7,283.0,https://www.amazon.in/Kishore-Kumar-Biography-Anirudha-Bhattacharjee/dp/9356291713/ref=zg_bs_g_1318063031_d_sccl_15/000-0000000-0000000?psc=1,Good
145,basketball thing collection question asked answered illustrated,Shea Serrano,"Arts, Film & Photography",Theater & Ballet,Paperback,1338.08,4.8,1765.0,https://www.amazon.in/Basketball-Other-Things-Collection-Illustrated/dp/1419726471/ref=zg_bs_g_1318063031_d_sccl_16/000-0000000-0000000?psc=1,Good
146,everyone hate going die comforting thought family friend sex love thing ruin life,Daniel Sloss,"Arts, Film & Photography",Theater & Ballet,Paperback,551.0,4.6,967.0,https://www.amazon.in/Everyone-You-Hate-Going-Die/dp/1529157099/ref=zg_bs_g_1318063031_d_sccl_17/000-0000000-0000000?psc=1,Good
147,marainthirunthu paarkum marmam enna மற ந த ர ந த ப ர க க ம மர மம என ன tamil edition,Thiyashi Vijay,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,250.0,5.0,3.0,https://www.amazon.in/Marainthirunthu-Paarkum-Marmam-Enna-%E0%AE%AE%E0%AE%B1%E0%AF%88%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%81%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%81-ebook/dp/B0CNPVV4HG/ref=zg_bs_g_1318063031_d_sccl_18/000-0000000-0000000?psc=1,Good
148,bird windowsill,Manav Kaul,"Arts, Film & Photography",Theater & Ballet,Hardcover,324.0,4.5,2.0,https://www.amazon.in/Bird-My-Windowsill-Manav-Kaul/dp/0143464620/ref=zg_bs_g_1318063031_d_sccl_19/000-0000000-0000000?psc=1,Good
149,guide every screenwriter synopsis subplots secret screenwriting revealed,Geoffrey D Calhoun,"Arts, Film & Photography",Theater & Ballet,Paperback,630.0,4.5,98.0,https://www.amazon.in/Guide-Every-Screenwriter-Synopsis-Screenwriting/dp/1733989633/ref=zg_bs_g_1318063031_d_sccl_20/000-0000000-0000000?psc=1,Good
150,physic galaxy 2024 jee advanced physic chapter wise pyq analysis ashish arora,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,214.0,4.4,75.0,https://www.amazon.in/Physics-Galaxy-2024-Advanced-Analysis/dp/9356813477/ref=zg_bs_g_1318057031_d_sccl_1/000-0000000-0000000?psc=1,Good
151,physic galaxy 2024 physic 23 year neet chapter wise topic wise solution 2001 2023 ashish arora,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,225.0,4.3,37.0,https://www.amazon.in/Physics-Galaxy-2024-Chapter-wise-Topic-Wise/dp/9356813639/ref=zg_bs_g_1318057031_d_sccl_2/000-0000000-0000000?psc=1,Good
152,silent patient record breaking multimillion copy sunday time bestselling thriller tiktok sensation,Alex Michaelides,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,194.75,4.5,291822.0,https://www.amazon.in/Silent-Patient-most-anticipated-thriller-ebook/dp/B07G17DR4X/ref=zg_bs_g_1318057031_d_sccl_3/000-0000000-0000000?psc=1,Good
153,artist way,Julia Cameron,"Arts, Film & Photography",Theory & Criticism,Paperback,519.0,4.5,10871.0,https://www.amazon.in/ARTISTS-WAY-Julia-Cameron/dp/1788164296/ref=zg_bs_g_1318057031_d_sccl_4/000-0000000-0000000?psc=1,Good
154,physic galaxy 2023 vol 3a electrostatics current electricity 3rd edition,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,386.0,4.3,110.0,https://www.amazon.in/Physics-Galaxy-2023-Electrostatics-Electricity/dp/9394168591/ref=zg_bs_g_1318057031_d_sccl_5/000-0000000-0000000?psc=1,Good
155,physic galaxy 2023 vol 1 mechanic 3rd edition,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,462.0,4.5,202.0,https://www.amazon.in/PHYSICS-GALAXY-2023-VOL-1-MECHANICS/dp/9394168516/ref=zg_bs_g_1318057031_d_sccl_6/000-0000000-0000000?psc=1,Good
156,letter vincent van gogh penguin classic,Vincent Van Gogh,"Arts, Film & Photography",Theory & Criticism,Paperback,299.0,4.6,1105.0,https://www.amazon.in/Letters-Vincent-Gogh-Penguin-Classics/dp/0140446745/ref=zg_bs_g_1318057031_d_sccl_7/000-0000000-0000000?psc=1,Good
157,physic galaxy vol 3b magnetism emi alternating current 3rd edition vol 3b magnetism emi alternating current 3rd edition ashish arora,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,309.0,4.2,86.0,https://www.amazon.in/Physics-Galaxy-Magnetism-Alternating-Current/dp/9395101016/ref=zg_bs_g_1318057031_d_sccl_8/000-0000000-0000000?psc=1,Good
158,design art penguin modern classic munari bruno,Bruno Munari,"Arts, Film & Photography",Theory & Criticism,Paperback,406.0,4.5,1054.0,https://www.amazon.in/Design-Art-Penguin-Modern-Classics/dp/0141035811/ref=zg_bs_g_1318057031_d_sccl_9/000-0000000-0000000?psc=1,Good
159,physic galaxy vol 2 thermodynamics oscillation wave 3rd edition,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,420.0,4.4,80.0,https://www.amazon.in/Physics-Galaxy-Vol-2-Thermodynamics-Oscillations-Waves/dp/9395101008/ref=zg_bs_g_1318057031_d_sccl_10/000-0000000-0000000?psc=1,Good
160,history optional modern india world history previous year upsc solved paper 1979 2022 2ed rashid yasin,Rashid Yasin,"Arts, Film & Photography",Theory & Criticism,Paperback,445.0,4.5,59.0,https://www.amazon.in/History-Optional-Modern-Previous-1979-2022/dp/9356811091/ref=zg_bs_g_1318057031_d_sccl_11/000-0000000-0000000?psc=1,Good
